snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,support CNL1L2L3,support L1L2L3
Hordeolum externum (disorder),1489008,Stye,IMPROVE FAST FROM 8 DAY TO 2 MONTH,0.05,Styes are common and should clear up on their own within a week or 2,NHS,0.00019327406262079628,0.003865481252415926
Alcohol abuse (disorder),15167005,Alcohol misuse,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,"If you're prescribed acamprosate, the course usually starts as soon as you begin withdrawal from alcohol and can last for up to 6 months.",NHS,0.00019327406262079628,0.00889060688055663
Hearing loss (disorder),15188001,Hearing loss,PERMANENT,0.001152073732718894,LIFE IN VIEW/SCIENCE PHOTO LIBRARY,NHS,0.00019327406262079628,0.16776188635485118
Acquired trigger finger (disorder),1539003,Trigger finger,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.008090614886731391,"It can be up to 100% effective, although you may need to take 2 to 4 weeks off work to fully recover",NHS,0.0009663703131039817,0.11944337069965212
Late ejaculation (finding),15405008,Delayed ejaculation,PERMANENT,0.001152073732718894,Delayed ejaculation can be temporary or a lifelong problem.,MAYO,0.00019327406262079628,0.16776188635485118
Gonorrhea (disorder),15628003,Gonorrhoea,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"With effective treatment, most of your symptoms should improve within a few days",NHS,0.00019327406262079628,0.053343641283339766
Psoriatic arthritis (disorder),156370009,Psoriatic arthritis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"This can provide fast relief with minimal side effects, and the effect can last from a few weeks to several months",NHS,0.00019327406262079628,0.02338616157711635
Diabetes insipidus (disorder),15771004,Diabetes insipidus,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,A healthy adult typically urinates an average of 1 or 2 quarts (about 1 to 2 liters) a day.,MAYO,0.00019327406262079628,0.053343641283339766
Dystonia (disorder),15802004,Dystonia,PERMANENT,0.004608294930875576,"It's usually a lifelong problem, but treatment can help relieve the symptoms",NHS,0.0007730962504831851,0.16776188635485118
Acute sinusitis (disorder),15805002,Acute sinusitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"Unless a bacterial infection develops, most cases resolve within a week to 10 days and home remedies may be all that's needed to treat acute sinusitis.",MAYO,0.00019327406262079628,0.11944337069965212
Albinism (disorder),15890002,Albinism,PERMANENT,0.004608294930875576,"It's a lifelong condition, but it doesn't get worse over time",NHS,0.0007730962504831851,0.16776188635485118
Otalgia (finding),16001004,Earache,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"Most earaches in children are caused by an ear infection, which usually start to improve after a few days",NHS,0.00019327406262079628,0.053343641283339766
Fracture of ankle (disorder),16114001,Broken ankle,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"A broken ankle usually takes 6 to 8 weeks to heal, but it can take longer.",NHS,0.00019327406262079628,0.11944337069965212
"Menopause, function (observable entity)",161712005,Menopause,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.011278195488721806,Periods usually start to become less frequent over a few months or years before they stop altogether,NHS,0.0005798221878623889,0.05141090065713181
Backache (finding),161891005,Back pain,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.009708737864077669,"If prevention fails, simple home treatment and proper body mechanics often will heal your back within a few weeks and keep it functional.",MAYO,0.0011596443757247775,0.11944337069965212
Falls (finding),161898004,Falls,PERMANENT,0.001152073732718894,"In older people, falls can be particularly problematic because osteoporosis is a fairly common problem.",NHS,0.00019327406262079628,0.16776188635485118
Indigestion (finding),162031009,Indigestion,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,Trouble swallowing that gets progressively worse,MAYO,0.00019327406262079628,0.052377270970235784
Pain in throat (finding),162397003,Sore throat,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,They normally get better by themselves within a week,NHS,0.00019327406262079628,0.053343641283339766
Illness anxiety disorder (disorder),16265701000119107,Illness anxiety disorder,PERMANENT,0.001152073732718894,Illness anxiety disorder is a long-term condition that can fluctuate in severity.,MAYO,0.00019327406262079628,0.16776188635485118
Splenomegaly (disorder),16294009,Enlarged spleen (splenomegaly),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,Your doctor generally can't feel a normal-sized spleen in adults but can feel an enlarged spleen.,MAYO,0.00019327406262079628,0.18650947042906849
Diagnostic ultrasonography (procedure),16310003,Ultrasound scan,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,Most ultrasound scans last between 15 and 45 minutes,NHS,0.00038654812524159255,0.18650947042906849
Heartburn (finding),16331000,Heartburn,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,"The pain is often worse after eating, in the evening, or when lying down or bending over.",MAYO,0.00019327406262079628,0.052377270970235784
Dry skin (finding),16386004,Dry skin,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.003108808290155441,"Within a couple of minutes of bathing, apply moisturizing cream or ointment to trap moisture in your skin.",MAYO,0.0005798221878623889,0.18650947042906849
Urinary incontinence (finding),165232002,Urinary incontinence,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"Gentle electrical stimulation can be effective for stress incontinence and urge incontinence, but you may need multiple treatments over several months.",MAYO,0.00019327406262079628,0.02338616157711635
Yellow fever (disorder),16541001,Yellow fever,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.007246376811594203,These signs and symptoms usually improve and are gone within several days.,MAYO,0.00038654812524159255,0.053343641283339766
Transverse myelopathy syndrome (disorder),16631009,Transverse myelitis,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.06666666666666665,Signs and symptoms of transverse myelitis usually develop over a few hours to a few days and may sometimes progress gradually over several weeks.,MAYO,0.00019327406262079628,0.0028991109393119445
Esophagitis (disorder),16761005,Esophagitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,Experience pain in your chest that lasts more than a few minutes,MAYO,0.00019327406262079628,0.18650947042906849
Accelerated atrioventricular conduction (disorder),16797001,Wolff-Parkinson-White syndrome,PERMANENT,0.0034562211981566822,"It can be scary to be told that you have a problem with your heart, but WPW syndrome usually isn't serious.",NHS,0.0005798221878623889,0.16776188635485118
Barium enema (procedure),168836005,Barium enema,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,The whole process usually takes around 30 to 45 minutes.,NHS,0.00038654812524159255,0.18650947042906849
Child examination: eyes (procedure),170195005,Eye tests for children,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,"Read more about vision screening for 4 to 5 year olds (PDF, 1",NHS,0.00019327406262079628,0.029377657518361036
Trichotillomania (disorder),17155009,Trichotillomania (hair-pulling disorder),DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,Trichotillomania usually develops just before or during the early teens — most often between the ages of 10 and 13 years — and it's often a lifelong problem.,MAYO,0.00019327406262079628,0.052377270970235784
Simple mastectomy (procedure),172043006,Mastectomy,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.005141388174807198,"Most people find their wounds take around 2 to 3 weeks to heal, but it may be several months before your chest and arm area fully recover.",NHS,0.00038654812524159255,0.07518361035948977
Adjustment disorder (disorder),17226007,Adjustment disorders,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.013157894736842105,"Most of the time, people adjust to such changes within a few months.",MAYO,0.00038654812524159255,0.029377657518361036
Ventricular premature beats (disorder),17338001,Premature ventricular contractions (PVCs),PERMANENT,0.001152073732718894,"If you have occasional premature ventricular contractions, but you're otherwise healthy, there's probably no reason for concern, and no need for treatment.",MAYO,0.00019327406262079628,0.16776188635485118
Miscarriage (disorder),17369002,Miscarriage,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"In most cases, physical recovery from miscarriage takes only a few hours to a couple of days.",MAYO,0.00019327406262079628,0.053343641283339766
Toxic effect of carbon monoxide (disorder),17383000,Carbon monoxide poisoning,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.03225806451612903,perinatal death (stillbirth) and death that occurs within the first 4 weeks of birth),NHS,0.00019327406262079628,0.005991495941244685
Amyloidosis (disorder),17602002,Amyloidosis,PERMANENT,0.0034562211981566822,"Amyloid isn't normally found in the body, but it can be formed from several different types of protein.",MAYO,0.0005798221878623889,0.16776188635485118
Infection caused by Naegleria (disorder),17723000,Naegleria infection,DECLINE FAST FROM 1 DAY TO 1 WEEK,0.05555555555555555,They typically lead to death within a week.,MAYO,0.00019327406262079628,0.0034789331271743327
"Acute myeloid leukemia, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",17788007,Acute lymphocytic leukemia,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Treatment often lasts two to three years, although the first three to six months are the most intense.",MAYO,0.00019327406262079628,0.05141090065713181
Transplantation of liver (procedure),18027006,Liver transplant,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,It can take a year or more to fully recover.,NHS,0.00019327406262079628,0.029377657518361036
Direct current cardioversion (procedure),180325003,Electrical cardioversion,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,,You should be able to go home the same day as your procedure.,MAYO,,
Impacted cerumen (disorder),18070006,Earwax build-up,IMPROVE FAST FROM 8 DAY TO 2 MONTH,0.05,The earwax should fall out on its own or dissolve after about a week,NHS,0.00019327406262079628,0.003865481252415926
Diverticulitis (morphologic abnormality),18126004,Diverticulitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"Your doctor may recommend colonoscopy six weeks after you recover from diverticulitis, especially if you haven't had the test in the previous year.",MAYO,0.00019327406262079628,0.11944337069965212
Fracture of phalanx of finger (disorder),18171007,Broken finger or thumb,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,It may be 3 to 4 months before full strength returns to your hand.,NHS,0.00019327406262079628,0.029377657518361036
Postpartum psychosis (disorder),18260003,Postpartum psychosis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"The most severe symptoms tend to last 2 to 12 weeks, and it can take 6 to 12 months or more to recover from the condition",NHS,0.00019327406262079628,0.02338616157711635
Exophthalmos (disorder),18265008,Exophthalmos (bulging eyes),IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,The active phase can last for several months to 2 years.,NHS,0.00019327406262079628,0.05141090065713181
Catheter ablation of tissue of heart (procedure),18286008,Catheter ablation,PERMANENT,0.0034562211981566822,medicines to control atrial fibrillation,NHS,0.0005798221878623889,0.16776188635485118
Microcephalus (disorder),1829003,Microcephaly,PERMANENT,0.001152073732718894,"Generally there's no treatment for microcephaly, but early intervention with supportive therapies, such as speech and occupational therapies, may help enhance your child's development and improve quality of life.",MAYO,0.00019327406262079628,0.16776188635485118
Shin splint (physical object),183202003,Shin splints,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,Shin splints usually get better within a few weeks,NHS,0.00019327406262079628,0.11944337069965212
Toxic shock syndrome (disorder),18504008,Toxic shock syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"Most people will start to feel better within a few days, but it may take several weeks before you're well enough to leave hospital.",NHS,0.00019327406262079628,0.07518361035948977
Chronic obstructive bronchitis (disorder),185086009,Chronic obstructive bronchitis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"In some cases, the symptoms of bronchitis can last much longer. If symptoms last for at least 3 months, it's known as chronic bronchitis.",NHS,0.00019327406262079628,0.02338616157711635
Clostridioides difficile infection (disorder),186431008,C. difficile infection,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,"Signs and symptoms usually develop within five to 10 days after starting a course of antibiotics, but may occur as soon as the first day or up to two months later.",MAYO,0.00019327406262079628,0.00889060688055663
Epidemic vertigo (disorder),186738001,Labyrinthitis and vestibular neuritis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Sometimes, balance problems can last for much longer – for many months even years.",NHS,0.00019327406262079628,0.05141090065713181
Parvovirus infection (disorder),186748004,Parvovirus infection,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.06666666666666665,"Human parvovirus infection is most common among elementary school-age children during outbreaks in the winter and spring months, but anyone can become ill with it anytime of the year.",MAYO,0.00019327406262079628,0.0028991109393119445
Rocky Mountain spotted fever (disorder),186772009,Rocky Mountain spotted fever,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"Although many people become ill within the first week after infection, signs and symptoms may not appear for up to 14 days.",MAYO,0.00019327406262079628,0.053343641283339766
