source,conditionName,url,alsoKnownAs,overviewFile,treatmentFile,treatmentURL
MAYO,Soy allergy,https://www.mayoclinic.org/diseases-conditions/soy-allergy/symptoms-causes/syc-20377802,"Allergy, soy, also known as",Soy allergy_overview.html,Soy allergy,Soy allergy_treatment.html,https://www.mayoclinic.org//diseases-conditions/soy-allergy/diagnosis-treatment/drc-20377807
MAYO,Wheat allergy,https://www.mayoclinic.org/diseases-conditions/wheat-allergy/symptoms-causes/syc-20378897,"Allergy, wheat, also known as",Wheat allergy_overview.html,Wheat allergy,Wheat allergy_treatment.html,https://www.mayoclinic.org//diseases-conditions/wheat-allergy/diagnosis-treatment/drc-20378902
MAYO,Hair loss,https://www.mayoclinic.org/diseases-conditions/hair-loss/symptoms-causes/syc-20372926,"Alopecia, also known as",Hair loss_overview.html,Hair loss,Hair loss_treatment.html,https://www.mayoclinic.org//diseases-conditions/hair-loss/diagnosis-treatment/drc-20372932
MAYO,Alpha-gal syndrome,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608,,Alpha-gal syndrome_overview.html,Alpha-gal syndrome,Alpha-gal syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/alpha-gal-syndrome/diagnosis-treatment/drc-20428705
MAYO,Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,"ALS, also known as",Amyotrophic lateral sclerosis (ALS)_overview.html,Amyotrophic lateral sclerosis (ALS),Amyotrophic lateral sclerosis (ALS)_treatment.html,https://www.mayoclinic.org//diseases-conditions/amyotrophic-lateral-sclerosis/diagnosis-treatment/drc-20354027
MAYO,Dry socket,https://www.mayoclinic.org/diseases-conditions/dry-socket/symptoms-causes/syc-20354376,"Alveolar osteitis, also known as",Dry socket_overview.html,Dry socket,Dry socket_treatment.html,https://www.mayoclinic.org//diseases-conditions/dry-socket/diagnosis-treatment/drc-20354382
MAYO,Alzheimer's disease,https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447,,Alzheimer's disease_overview.html,Alzheimer's disease,Alzheimer's disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/alzheimers-disease/diagnosis-treatment/drc-20350453
MAYO,Ambiguous genitalia,https://www.mayoclinic.org/diseases-conditions/ambiguous-genitalia/symptoms-causes/syc-20369273,,Ambiguous genitalia_overview.html,Ambiguous genitalia,Ambiguous genitalia_treatment.html,https://www.mayoclinic.org//diseases-conditions/ambiguous-genitalia/diagnosis-treatment/drc-20369278
MAYO,Lazy eye (amblyopia),https://www.mayoclinic.org/diseases-conditions/lazy-eye/symptoms-causes/syc-20352391,"Amblyopia, also known as",Lazy eye (amblyopia)_overview.html,Lazy eye (amblyopia),Lazy eye (amblyopia)_treatment.html,https://www.mayoclinic.org//diseases-conditions/lazy-eye/diagnosis-treatment/drc-20352396
MAYO,Ameloblastoma,https://www.mayoclinic.org/diseases-conditions/ameloblastoma/symptoms-causes/syc-20351278,,Ameloblastoma_overview.html,Ameloblastoma,Ameloblastoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/ameloblastoma/diagnosis-treatment/drc-20449426
MAYO,Amenorrhea,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299,,Amenorrhea_overview.html,Amenorrhea,Amenorrhea_treatment.html,https://www.mayoclinic.org//diseases-conditions/amenorrhea/diagnosis-treatment/drc-20369304
MAYO,Chagas disease,https://www.mayoclinic.org/diseases-conditions/chagas-disease/symptoms-causes/syc-20356212,"American trypanosomiasis, also known as",Chagas disease_overview.html,Chagas disease,Chagas disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/chagas-disease/diagnosis-treatment/drc-20356218
MAYO,Amnesia,https://www.mayoclinic.org/diseases-conditions/amnesia/symptoms-causes/syc-20353360,,Amnesia_overview.html,Amnesia,Amnesia_treatment.html,https://www.mayoclinic.org//diseases-conditions/amnesia/diagnosis-treatment/drc-20353366
MAYO,Transient global amnesia,https://www.mayoclinic.org/diseases-conditions/transient-global-amnesia/symptoms-causes/syc-20378531,"Amnesia, transient global, also known as",Transient global amnesia_overview.html,Transient global amnesia,Transient global amnesia_treatment.html,https://www.mayoclinic.org//diseases-conditions/transient-global-amnesia/diagnosis-treatment/drc-20378535
MAYO,Amnesia,https://www.mayoclinic.org/diseases-conditions/amnesia/symptoms-causes/syc-20353360,"Amnestic syndrome, also known as",Amnesia_overview.html,Amnesia,Amnesia_treatment.html,https://www.mayoclinic.org//diseases-conditions/amnesia/diagnosis-treatment/drc-20353366
MAYO,Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,,Amniotic fluid embolism_overview.html,Amniotic fluid embolism,Amniotic fluid embolism_treatment.html,https://www.mayoclinic.org//diseases-conditions/amniotic-fluid-embolism/diagnosis-treatment/drc-20369328
MAYO,Ampullary cancer,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/symptoms-causes/syc-20355066,,Ampullary cancer_overview.html,Ampullary cancer,Ampullary cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/ampullary-cancer/diagnosis-treatment/drc-20446378
MAYO,Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,"Amyloid disease, also known as",Amyloidosis_overview.html,Amyloidosis,Amyloidosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/amyloidosis/diagnosis-treatment/drc-20353183
MAYO,Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,,Amyloidosis_overview.html,Amyloidosis,Amyloidosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/amyloidosis/diagnosis-treatment/drc-20353183
MAYO,Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,,Amyotrophic lateral sclerosis (ALS)_overview.html,Amyotrophic lateral sclerosis (ALS),Amyotrophic lateral sclerosis (ALS)_treatment.html,https://www.mayoclinic.org//diseases-conditions/amyotrophic-lateral-sclerosis/diagnosis-treatment/drc-20354027
MAYO,Anal cancer,https://www.mayoclinic.org/diseases-conditions/anal-cancer/symptoms-causes/syc-20354140,,Anal cancer_overview.html,Anal cancer,Anal cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/anal-cancer/diagnosis-treatment/drc-20354146
MAYO,Anal fissure,https://www.mayoclinic.org/diseases-conditions/anal-fissure/symptoms-causes/syc-20351424,,Anal fissure_overview.html,Anal fissure,Anal fissure_treatment.html,https://www.mayoclinic.org//diseases-conditions/anal-fissure/diagnosis-treatment/drc-20351430
MAYO,Anal fistula,https://www.mayoclinic.org/diseases-conditions/anal-fistula/symptoms-causes/syc-20352871,,Anal fistula_overview.html
MAYO,Anal itching,https://www.mayoclinic.org/diseases-conditions/anal-itching/symptoms-causes/syc-20369345,,Anal itching_overview.html,Anal itching,Anal itching_treatment.html,https://www.mayoclinic.org//diseases-conditions/anal-itching/diagnosis-treatment/drc-20369350
MAYO,Anaphylaxis,https://www.mayoclinic.org/diseases-conditions/anaphylaxis/symptoms-causes/syc-20351468,,Anaphylaxis_overview.html,Anaphylaxis,Anaphylaxis_treatment.html,https://www.mayoclinic.org//diseases-conditions/anaphylaxis/diagnosis-treatment/drc-20351474
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,,Anemia_overview.html,Anemia,Anemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/anemia/diagnosis-treatment/drc-20351366
MAYO,Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,"Anemia, aplastic, also known as",Aplastic anemia_overview.html,Aplastic anemia,Aplastic anemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/aplastic-anemia/diagnosis-treatment/drc-20355020
MAYO,Thalassemia,https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995,"Anemia, Cooley's, also known as",Thalassemia_overview.html,Thalassemia,Thalassemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/thalassemia/diagnosis-treatment/drc-20355001
MAYO,Iron deficiency anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034,"Anemia, iron deficiency, also known as",Iron deficiency anemia_overview.html,Iron deficiency anemia,Iron deficiency anemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/iron-deficiency-anemia/diagnosis-treatment/drc-20355040
MAYO,Thalassemia,https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995,"Anemia, Mediterranean, also known as",Thalassemia_overview.html,Thalassemia,Thalassemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/thalassemia/diagnosis-treatment/drc-20355001
MAYO,Sickle cell anemia,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876,"Anemia, sickle cell, also known as",Sickle cell anemia_overview.html,Sickle cell anemia,Sickle cell anemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/sickle-cell-anemia/diagnosis-treatment/drc-20355882
MAYO,Vitamin deficiency anemia,https://www.mayoclinic.org/diseases-conditions/vitamin-deficiency-anemia/symptoms-causes/syc-20355025,"Anemia, vitamin deficiency, also known as",Vitamin deficiency anemia_overview.html,Vitamin deficiency anemia,Vitamin deficiency anemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/vitamin-deficiency-anemia/diagnosis-treatment/drc-20355031
MAYO,Abdominal aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/abdominal-aortic-aneurysm/symptoms-causes/syc-20350688,"Aneurysm, abdominal aortic, also known as",Abdominal aortic aneurysm_overview.html,Abdominal aortic aneurysm,Abdominal aortic aneurysm_treatment.html,https://www.mayoclinic.org//diseases-conditions/abdominal-aortic-aneurysm/diagnosis-treatment/drc-20350693
MAYO,Aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/aortic-aneurysm/symptoms-causes/syc-20369472,"Aneurysm, aortic, also known as",Aortic aneurysm_overview.html
MAYO,Brain aneurysm,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483,"Aneurysm, brain, also known as",Brain aneurysm_overview.html,Brain aneurysm,Brain aneurysm_treatment.html,https://www.mayoclinic.org//diseases-conditions/brain-aneurysm/diagnosis-treatment/drc-20361595
MAYO,Brain aneurysm,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483,"Aneurysm, cerebral, also known as",Brain aneurysm_overview.html,Brain aneurysm,Brain aneurysm_treatment.html,https://www.mayoclinic.org//diseases-conditions/brain-aneurysm/diagnosis-treatment/drc-20361595
MAYO,Popliteal artery aneurysm,https://www.mayoclinic.org/diseases-conditions/popliteal-artery-aneurysm/symptoms-causes/syc-20355432,"Aneurysm, popliteal, also known as",Popliteal artery aneurysm_overview.html
MAYO,Thoracic aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/thoracic-aortic-aneurysm/symptoms-causes/syc-20350188,"Aneurysm, thoracic aortic, also known as",Thoracic aortic aneurysm_overview.html,Thoracic aortic aneurysm,Thoracic aortic aneurysm_treatment.html,https://www.mayoclinic.org//diseases-conditions/thoracic-aortic-aneurysm/diagnosis-treatment/drc-20350193
MAYO,Aneurysms,https://www.mayoclinic.org/diseases-conditions/aneurysms/symptoms-causes/syc-20354633,,Aneurysms_overview.html
MAYO,Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,,Angelman syndrome_overview.html,Angelman syndrome,Angelman syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/angelman-syndrome/diagnosis-treatment/drc-20355627
MAYO,Vasculitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,"Angiitis, also known as",Vasculitis_overview.html,Vasculitis,Vasculitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/vasculitis/diagnosis-treatment/drc-20363485
MAYO,Angina,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,,Angina_overview.html,Angina,Angina_treatment.html,https://www.mayoclinic.org//diseases-conditions/angina/diagnosis-treatment/drc-20369378
MAYO,Angina,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,"Angina pectoris, also known as",Angina_overview.html,Angina,Angina_treatment.html,https://www.mayoclinic.org//diseases-conditions/angina/diagnosis-treatment/drc-20369378
MAYO,Hives and angioedema,https://www.mayoclinic.org/diseases-conditions/hives-and-angioedema/symptoms-causes/syc-20354908,"Angioedema and hives, also known as",Hives and angioedema_overview.html,Hives and angioedema,Hives and angioedema_treatment.html,https://www.mayoclinic.org//diseases-conditions/hives-and-angioedema/diagnosis-treatment/drc-20354914
MAYO,Castleman disease,https://www.mayoclinic.org/diseases-conditions/castleman-disease/symptoms-causes/syc-20370735,"Angiofollicular lymph node hyperplasia, also known as",Castleman disease_overview.html,Castleman disease,Castleman disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/castleman-disease/diagnosis-treatment/drc-20370740
MAYO,Angiosarcoma,https://www.mayoclinic.org/diseases-conditions/angiosarcoma/symptoms-causes/syc-20350244,,Angiosarcoma_overview.html,Angiosarcoma,Angiosarcoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/angiosarcoma/diagnosis-treatment/drc-20350248
MAYO,Anhidrosis,https://www.mayoclinic.org/diseases-conditions/anhidrosis/symptoms-causes/syc-20369400,,Anhidrosis_overview.html,Anhidrosis,Anhidrosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/anhidrosis/diagnosis-treatment/drc-20369404
MAYO,Broken ankle,https://www.mayoclinic.org/diseases-conditions/broken-ankle/symptoms-causes/syc-20450025,"Ankle fracture, also known as",Broken ankle_overview.html,Broken ankle,Broken ankle_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-ankle/diagnosis-treatment/drc-20450038
MAYO,Sprained ankle,https://www.mayoclinic.org/diseases-conditions/sprained-ankle/symptoms-causes/syc-20353225,"Ankle sprain, also known as",Sprained ankle_overview.html,Sprained ankle,Sprained ankle_treatment.html,https://www.mayoclinic.org//diseases-conditions/sprained-ankle/diagnosis-treatment/drc-20353231
MAYO,Tongue-tie (ankyloglossia),https://www.mayoclinic.org/diseases-conditions/tongue-tie/symptoms-causes/syc-20378452,"Ankyloglossia, also known as",Tongue-tie (ankyloglossia)_overview.html,Tongue-tie (ankyloglossia),Tongue-tie (ankyloglossia)_treatment.html,https://www.mayoclinic.org//diseases-conditions/tongue-tie/diagnosis-treatment/drc-20378456
MAYO,Ankylosing spondylitis,https://www.mayoclinic.org/diseases-conditions/ankylosing-spondylitis/symptoms-causes/syc-20354808,,Ankylosing spondylitis_overview.html,Ankylosing spondylitis,Ankylosing spondylitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/ankylosing-spondylitis/diagnosis-treatment/drc-20354813
MAYO,Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,"Anorexia, also known as",Anorexia nervosa_overview.html,Anorexia nervosa,Anorexia nervosa_treatment.html,https://www.mayoclinic.org//diseases-conditions/anorexia-nervosa/diagnosis-treatment/drc-20353597
MAYO,Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,,Anorexia nervosa_overview.html,Anorexia nervosa,Anorexia nervosa_treatment.html,https://www.mayoclinic.org//diseases-conditions/anorexia-nervosa/diagnosis-treatment/drc-20353597
MAYO,Anorgasmia in women,https://www.mayoclinic.org/diseases-conditions/anorgasmia/symptoms-causes/syc-20369422,,Anorgasmia in women_overview.html,Anorgasmia in women,Anorgasmia in women_treatment.html,https://www.mayoclinic.org//diseases-conditions/anorgasmia/diagnosis-treatment/drc-20369428
MAYO,ACL injury,https://www.mayoclinic.org/diseases-conditions/acl-injury/symptoms-causes/syc-20350738,"Anterior cruciate ligament injury, also known as",ACL injury_overview.html,ACL injury,ACL injury_treatment.html,https://www.mayoclinic.org//diseases-conditions/acl-injury/diagnosis-treatment/drc-20350744
