conceptId,snomedConcept,snomedIdentifier,term
116314006,Injury of anterior cruciate ligament (disorder),444470001,Finding of knee region (finding)
116315007,Sprain of ankle (disorder),44465007,Finding of ankle region (finding)
116315007,Fracture of ankle (disorder),16114001,Finding of ankle region (finding)
116316008,Laceration of foot (disorder),284551006,Finding of foot region (finding)
116337000,Impacted molars (disorder),196416002,Oral cavity finding (finding)
116338005,Acute viral pharyngitis (disorder),195662009,Pharyngeal finding (finding)
116338005,Streptococcal sore throat (disorder),43878008,Pharyngeal finding (finding)
116339002,Malignant neoplasm of breast (disorder),254837009,Breast finding (finding)
116360008,Coronary artery bypass grafting (procedure),232717009,Arterial bypass graft (procedure)
116762002,Intravenous blood transfusion of packed cells (procedure),180207008,Administration of blood product (procedure)
116859006,Intravenous blood transfusion of packed cells (procedure),180207008,Transfusion of blood product (procedure)
116863004,Intravenous blood transfusion of packed cells (procedure),180207008,Transfusion of red blood cells (procedure)
117044006,Hemoglobin / Hematocrit / Platelet count,104091002,Manual laboratory procedure (procedure)
117056007,Microbial culture of sputum (procedure),104173009,Respiratory microbial culture (procedure)
117259009,Sputum microscopy (procedure),167995008,Microscopy (procedure)
117617002,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry (procedure),433114000,Immunohistochemistry procedure (procedure)
11810009,Prostatectomy (procedure),90470006,Operation on male genital system (procedure)
11810009,Vasectomy (procedure),22523008,Operation on male genital system (procedure)
118118006,Streptococcus pneumoniae group B antigen test,118001005,Microbial antigen assay (procedure)
118118006,Chlamydia antigen test,310861008,Microbial antigen assay (procedure)
118118006,Hepatitis B Surface Antigen Measurement,47758006,Microbial antigen assay (procedure)
118119003,Measurement of Varicella-zoster virus antibody,104326007,Measurement of microbial antibody (procedure)
118119003,Syphilis infection test,269828009,Measurement of microbial antibody (procedure)
118119003,Hepatitis C antibody test,104375008,Measurement of microbial antibody (procedure)
118120009,Syphilis infection test,269828009,Measurement of bacterial antibody (procedure)
118150001,Rectal polypectomy (procedure),274031008,Gastrointestinal tract excision (procedure)
118150001,Partial resection of colon (procedure),43075005,Gastrointestinal tract excision (procedure)
118153004,Construction of diverting colostomy (procedure),387607004,Gastrointestinal tract repair (procedure)
118155006,Colonoscopy (procedure),73761001,Gastrointestinal tract endoscopy (procedure)
118183008,Female infertility due to cystic fibrosis (disorder),707577004,Finding of fertility (finding)
118185001,Miscarriage in first trimester (disorder),19169002,Finding related to pregnancy (finding)
118185001,Complete miscarriage (disorder),156073000,Finding related to pregnancy (finding)
118185001,High risk pregnancy (finding),47200007,Finding related to pregnancy (finding)
118185001,Blighted ovum (disorder),35999006,Finding related to pregnancy (finding)
118185001,Tubal pregnancy (disorder),79586000,Finding related to pregnancy (finding)
118185001,Normal pregnancy (finding),72892002,Finding related to pregnancy (finding)
118218001,Hemoglobin / Hematocrit / Platelet count,104091002,Cell count (procedure)
118222006,Body mass index 30+ - obesity (finding),162864005,General finding of observation of patient (finding)
118222006,Body mass index 40+ - severely obese (finding),408512008,General finding of observation of patient (finding)
118228005,Child attention deficit disorder (disorder),192127007,Functional finding (finding)
118232004,Female infertility due to cystic fibrosis (disorder),707577004,Reproductive finding (finding)
118234003,Fracture subluxation of wrist (disorder),263102004,Finding by site (finding)
118234003,Injury of tendon of the rotator cuff of shoulder (disorder),307731004,Finding by site (finding)
118234003,Whiplash injury to neck (disorder),39848009,Finding by site (finding)
118234003,Protracted diarrhea (finding),236077008,Finding by site (finding)
118234003,Brain damage - traumatic,275272006,Finding by site (finding)
118234003,Acute bronchitis (disorder),10509002,Finding by site (finding)
118234003,Sepsis caused by Pseudomonas (disorder),448813005,Finding by site (finding)
118234003,Acute cholecystitis (disorder),65275009,Finding by site (finding)
118234003,Injury of anterior cruciate ligament (disorder),444470001,Finding by site (finding)
118234003,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Finding by site (finding)
118234003,Contact dermatitis (disorder),40275004,Finding by site (finding)
118234003,Laceration of thigh,283385000,Finding by site (finding)
118234003,Traumatic brain injury (disorder),127295002,Finding by site (finding)
118234003,Non-small cell lung cancer (disorder),254637007,Finding by site (finding)
118234003,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Finding by site (finding)
118234003,Rheumatoid arthritis (disorder),69896004,Finding by site (finding)
118234003,Coronary arteriosclerosis (disorder),53741008,Finding by site (finding)
118234003,Concussion with loss of consciousness (disorder),62564004,Finding by site (finding)
118234003,Eclampsia in pregnancy (disorder),198992004,Finding by site (finding)
118234003,Viral sinusitis (disorder),444814009,Finding by site (finding)
118234003,Acute bacterial sinusitis (disorder),75498004,Finding by site (finding)
118234003,Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Finding by site (finding)
118234003,Closed fracture of hip (disorder),359817006,Finding by site (finding)
118234003,Fracture of forearm (disorder),65966004,Finding by site (finding)
118234003,Recurrent urinary tract infection (disorder),197927001,Finding by site (finding)
118234003,Streptococcal sore throat (disorder),43878008,Finding by site (finding)
118234003,Fracture of clavicle (disorder),58150001,Finding by site (finding)
118234003,Recurrent rectal polyp (disorder),713197008,Finding by site (finding)
118234003,Facial laceration,370247008,Finding by site (finding)
118234003,Childhood asthma (disorder),233678006,Finding by site (finding)
118234003,Neuropathy due to type 2 diabetes mellitus (disorder),368581000119106,Finding by site (finding)
118234003,Pneumonia (disorder),233604007,Finding by site (finding)
118234003,Chronic paralysis due to lesion of spinal cord (disorder),698754002,Finding by site (finding)
118234003,Neoplasm of prostate (disorder),126906006,Finding by site (finding)
118234003,Injury of medial collateral ligament of knee (disorder),444448004,Finding by site (finding)
118234003,Seasonal allergic rhinitis (disorder),367498001,Finding by site (finding)
118234003,Myocardial infarction (disorder),22298006,Finding by site (finding)
118234003,Pyelonephritis (disorder),45816000,Finding by site (finding)
118234003,Proteinuria due to type 2 diabetes mellitus (disorder),157141000119108,Finding by site (finding)
118234003,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Finding by site (finding)
118234003,Chronic kidney disease stage 2 (disorder),431856006,Finding by site (finding)
118234003,Fracture of vertebral column with spinal cord injury (disorder),1734006,Finding by site (finding)
118234003,Appendicitis (disorder),74400008,Finding by site (finding)
118234003,Epidermal burn of skin (disorder),403190006,Finding by site (finding)
118234003,Cystic fibrosis (disorder),190905008,Finding by site (finding)
118234003,Blindness due to type 2 diabetes mellitus (disorder),60951000119105,Finding by site (finding)
118234003,Cystitis (disorder),38822007,Finding by site (finding)
118234003,Impacted molars (disorder),196416002,Finding by site (finding)
118234003,Chronic kidney disease stage 1 (disorder),431855005,Finding by site (finding)
118234003,Asthma (disorder),195967001,Finding by site (finding)
118234003,Pathological fracture due to osteoporosis (disorder),443165006,Finding by site (finding)
118234003,Epilepsy (disorder),84757009,Finding by site (finding)
118234003,Partial thickness burn (disorder),403191005,Finding by site (finding)
118234003,"Localized, primary osteoarthritis of the hand (disorder)",201834006,Finding by site (finding)
118234003,Malignant neoplasm of colon (disorder),363406005,Finding by site (finding)
118234003,Full thickness burn (disorder),403192003,Finding by site (finding)
118234003,Female infertility due to cystic fibrosis (disorder),707577004,Finding by site (finding)
118234003,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),1551000119108,Finding by site (finding)
118234003,Acute viral pharyngitis (disorder),195662009,Finding by site (finding)
118234003,Rupture of appendix,47693006,Finding by site (finding)
118234003,Laceration of forearm,283371005,Finding by site (finding)
118234003,Acute respiratory failure (disorder),65710008,Finding by site (finding)
118234003,Pre-eclampsia (disorder),398254007,Finding by site (finding)
118234003,Osteoarthritis of knee (disorder),239873007,Finding by site (finding)
118234003,Chronic intractable migraine without aura (disorder),124171000119105,Finding by site (finding)
118234003,Osteoporosis (disorder),64859006,Finding by site (finding)
118234003,Escherichia coli urinary tract infection (disorder),301011002,Finding by site (finding)
118234003,Essential hypertension (disorder),59621000,Finding by site (finding)
118234003,Fracture of ankle (disorder),16114001,Finding by site (finding)
118234003,Retinopathy due to type 2 diabetes mellitus (disorder),422034002,Finding by site (finding)
118234003,Pulmonary emphysema (disorder),87433001,Finding by site (finding)
118234003,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Finding by site (finding)
118234003,Cerebrovascular accident (disorder),230690007,Finding by site (finding)
118234003,Chronic kidney disease stage 3 (disorder),433144002,Finding by site (finding)
118234003,Osteoarthritis of hip (disorder),239872002,Finding by site (finding)
118234003,Perennial allergic rhinitis (disorder),446096008,Finding by site (finding)
