att_type_id,att_type_term,att_value_id,att_value_term,group,snomedConcept,snomedIdentifier
370135005,Pathological process (attribute),769247005,Abnormal immune process (qualifier value),6.0,Psoriatic arthritis (disorder),156370009
363698007,Finding site (attribute),37512009,Neurohypophysis structure (body structure),0.0,Diabetes insipidus (disorder),15771004
363698007,Finding site (attribute),76375004,Extrapyramidal system structure (body structure),0.0,Dystonia (disorder),15802004
363698007,Finding site (attribute),2095001,Nasal sinus structure (body structure),0.0,Acute sinusitis (disorder),15805002
116676008,Associated morphology (attribute),4532008,Acute inflammation (morphologic abnormality),0.0,Acute sinusitis (disorder),15805002
263502005,Clinical course (attribute),424124008,Sudden onset AND/OR short duration (qualifier value),1.0,Acute sinusitis (disorder),15805002
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Albinism (disorder),15890002
116676008,Associated morphology (attribute),37257004,Decreased melanin pigmentation (morphologic abnormality),0.0,Albinism (disorder),15890002
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Albinism (disorder),15890002
363698007,Finding site (attribute),117590005,Ear structure (body structure),0.0,Otalgia (finding),16001004
363698007,Finding site (attribute),33696004,Bone structure of ankle (body structure),0.0,Fracture of ankle (disorder),16114001
116676008,Associated morphology (attribute),72704001,Fracture (morphologic abnormality),0.0,Fracture of ankle (disorder),16114001
363698007,Finding site (attribute),77568009,"Back structure, excluding neck (body structure)",0.0,Backache (finding),161891005
363698007,Finding site (attribute),62834003,Upper gastrointestinal tract structure (body structure),0.0,Indigestion (finding),162031009
363698007,Finding site (attribute),45048000,Neck structure (body structure),0.0,Pain in throat (finding),162397003
363698007,Finding site (attribute),69536005,Head structure (body structure),1.0,Pain in throat (finding),162397003
363698007,Finding site (attribute),181279003,Entire spleen (body structure),0.0,Splenomegaly (disorder),16294009
116676008,Associated morphology (attribute),442021009,Enlargement (morphologic abnormality),0.0,Splenomegaly (disorder),16294009
260686004,Method (attribute),278292003,Ultrasound imaging - action (qualifier value),0.0,Diagnostic ultrasonography (procedure),16310003
363698007,Finding site (attribute),32849002,Esophageal structure (body structure),0.0,Heartburn (finding),16331000
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Dry skin (finding),16386004
363714003,Interprets (attribute),364532007,Moistness of skin (observable entity),1.0,Dry skin (finding),16386004
363714003,Interprets (attribute),129009001,"Bladder control, function (observable entity)",0.0,Urinary incontinence (finding),165232002
363698007,Finding site (attribute),19787009,Lower urinary tract structure (body structure),1.0,Urinary incontinence (finding),165232002
116676008,Associated morphology (attribute),43865008,Acute hemorrhagic inflammation (morphologic abnormality),0.0,Yellow fever (disorder),16541001
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Yellow fever (disorder),16541001
246075003,Causative agent (attribute),26630006,Yellow fever virus (organism),0.0,Yellow fever (disorder),16541001
363698007,Finding site (attribute),2748008,Spinal cord structure (body structure),0.0,Transverse myelopathy syndrome (disorder),16631009
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Transverse myelopathy syndrome (disorder),16631009
363698007,Finding site (attribute),32849002,Esophageal structure (body structure),0.0,Esophagitis (disorder),16761005
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Esophagitis (disorder),16761005
363698007,Finding site (attribute),8225009,Accessory atrioventricular bundle (body structure),0.0,Accelerated atrioventricular conduction (disorder),16797001
260686004,Method (attribute),278110001,Radiographic imaging - action (qualifier value),0.0,Barium enema (procedure),168836005
405813007,Procedure site - Direct (attribute),71854001,Colon structure (body structure),0.0,Barium enema (procedure),168836005
424361007,Using substance (attribute),56958004,Barium compound (substance),0.0,Barium enema (procedure),168836005
260686004,Method (attribute),302199004,Examination - action (qualifier value),0.0,Child examination: eyes (procedure),170195005
363704007,Procedure site (attribute),442083009,Anatomical or acquired body structure (body structure),0.0,Child examination: eyes (procedure),170195005
260686004,Method (attribute),129304002,Excision - action (qualifier value),0.0,Simple mastectomy (procedure),172043006
405813007,Procedure site - Direct (attribute),76752008,Breast structure (body structure),0.0,Simple mastectomy (procedure),172043006
363698007,Finding site (attribute),277943000,Ventricular conducting pathway (body structure),0.0,Ventricular premature beats (disorder),17338001
363714003,Interprets (attribute),364320009,Pregnancy observable (observable entity),0.0,Miscarriage (disorder),17369002
42752001,Due to (attribute),789750003,Spontaneous event (event),1.0,Miscarriage (disorder),17369002
246075003,Causative agent (attribute),51765001,Carbon monoxide (substance),0.0,Toxic effect of carbon monoxide (disorder),17383000
246075003,Causative agent (attribute),74947009,Gaseous substance (substance),1.0,Toxic effect of carbon monoxide (disorder),17383000
116676008,Associated morphology (attribute),68790008,Amyloid deposition (morphologic abnormality),0.0,Amyloidosis (disorder),17602002
370135005,Pathological process (attribute),442614005,Parasitic process (qualifier value),0.0,Infection caused by Naegleria (disorder),17723000
246075003,Causative agent (attribute),18441007,Naegleria (organism),0.0,Infection caused by Naegleria (disorder),17723000
260686004,Method (attribute),410820007,Surgical transplantation - action (qualifier value),0.0,Transplantation of liver (procedure),18027006
405814001,Procedure site - Indirect (attribute),10200004,Liver structure (body structure),0.0,Transplantation of liver (procedure),18027006
363701004,Direct substance (attribute),421751001,Liver graft - material (substance),0.0,Transplantation of liver (procedure),18027006
260686004,Method (attribute),360226008,Electrical discharge - action (qualifier value),0.0,Direct current cardioversion (procedure),180325003
405813007,Procedure site - Direct (attribute),80891009,Heart structure (body structure),0.0,Direct current cardioversion (procedure),180325003
424244007,Using energy (attribute),256241002,Direct current (physical force),0.0,Direct current cardioversion (procedure),180325003
363702006,Has focus (attribute),698247007,Cardiac arrhythmia (disorder),1.0,Direct current cardioversion (procedure),180325003
363698007,Finding site (attribute),84301002,External auditory canal structure (body structure),0.0,Impacted cerumen (disorder),18070006
116676008,Associated morphology (attribute),61494005,Impaction (morphologic abnormality),0.0,Impacted cerumen (disorder),18070006
363714003,Interprets (attribute),247250003,Contents of ear canal (observable entity),1.0,Impacted cerumen (disorder),18070006
363698007,Finding site (attribute),282823009,Bone structure of phalanx of finger (body structure),0.0,Fracture of phalanx of finger (disorder),18171007
116676008,Associated morphology (attribute),72704001,Fracture (morphologic abnormality),0.0,Fracture of phalanx of finger (disorder),18171007
363698007,Finding site (attribute),363654007,Structure of orbit proper (body structure),0.0,Exophthalmos (disorder),18265008
116676008,Associated morphology (attribute),76093008,Anterior displacement (morphologic abnormality),0.0,Exophthalmos (disorder),18265008
260686004,Method (attribute),257729003,Ablation - action (qualifier value),0.0,Catheter ablation of tissue of heart (procedure),18286008
405813007,Procedure site - Direct (attribute),80891009,Heart structure (body structure),0.0,Catheter ablation of tissue of heart (procedure),18286008
424226004,Using device (attribute),19923001,"Catheter, device (physical object)",0.0,Catheter ablation of tissue of heart (procedure),18286008
363698007,Finding site (attribute),12738006,Brain structure (body structure),0.0,Microcephalus (disorder),1829003
116676008,Associated morphology (attribute),41086002,Congenital smallness (morphologic abnormality),0.0,Microcephalus (disorder),1829003
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Toxic shock syndrome (disorder),18504008
246075003,Causative agent (attribute),8745002,Gram-positive bacterium (organism),0.0,Toxic shock syndrome (disorder),18504008
263502005,Clinical course (attribute),424124008,Sudden onset AND/OR short duration (qualifier value),1.0,Toxic shock syndrome (disorder),18504008
363698007,Finding site (attribute),955009,Bronchial structure (body structure),0.0,Chronic obstructive bronchitis (disorder),185086009
116676008,Associated morphology (attribute),84499006,Chronic inflammation (morphologic abnormality),0.0,Chronic obstructive bronchitis (disorder),185086009
363698007,Finding site (attribute),955009,Bronchial structure (body structure),1.0,Chronic obstructive bronchitis (disorder),185086009
116676008,Associated morphology (attribute),26036001,Obstruction (morphologic abnormality),1.0,Chronic obstructive bronchitis (disorder),185086009
263502005,Clinical course (attribute),90734009,Chronic (qualifier value),2.0,Chronic obstructive bronchitis (disorder),185086009
363698007,Finding site (attribute),113276009,Intestinal structure (body structure),0.0,Clostridioides difficile infection (disorder),186431008
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Clostridioides difficile infection (disorder),186431008
246075003,Causative agent (attribute),5933001,Clostridioides difficile (organism),0.0,Clostridioides difficile infection (disorder),186431008
363698007,Finding site (attribute),45006007,Vestibular structure of inner ear (body structure),0.0,Epidemic vertigo (disorder),186738001
363698007,Finding site (attribute),81686004,Vestibular nerve structure (body structure),1.0,Epidemic vertigo (disorder),186738001
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),1.0,Epidemic vertigo (disorder),186738001
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Parvovirus infection (disorder),186748004
246075003,Causative agent (attribute),11970002,Genus Parvovirus (organism),0.0,Parvovirus infection (disorder),186748004
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Rocky Mountain spotted fever (disorder),186772009
246075003,Causative agent (attribute),18054009,Rickettsia rickettsii (organism),0.0,Rocky Mountain spotted fever (disorder),186772009
